Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,class,stalk_height,cap_diameter
978,flat,fibrous,red,yes,foul,free,close,broad,yellow,enlarging,cup,scaly,smooth,red,buff,universal,orange,one,flaring,green,numerous,leaves,poisonous,14.5582629,19.74137147
689,convex,smooth,red,yes,spicy,attached,close,broad,yellow,enlarging,missing,smooth,scaly,brown,pink,universal,white,one,evanescent,green,abundant,woods,edible,14.66514667,10.82242669
723,flat,grooves,yellow,yes,anise,notched,distant,narrow,orange,enlarging,bulbous,fibrous,silky,red,brown,partial,yellow,none,flaring,buff,abundant,urban,edible,9.113282231,22.93111582
1037,sunken,fibrous,red,no,anise,notched,crowded,narrow,chocolate,enlarging,rooted,silky,silky,cinnamon,brown,universal,brown,two,sheathing,brown,numerous,waste,edible,3.952714639,19.0683191
571,sunken,scaly,red,yes,fishy,notched,close,narrow,buff,enlarging,equal,fibrous,smooth,brown,orange,partial,white,two,evanescent,yellow,several,woods,edible,7.465148133,5.090112857
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,poisonous,12.17469613,21.19437181
51,convex,smooth,pink,yes,almond,descending,distant,narrow,black,enlarging,club,fibrous,fibrous,pink,white,partial,yellow,one,sheathing,brown,several,urban,poisonous,7.412867513,21.21278222
975,sunken,scaly,buff,no,fishy,notched,distant,narrow,purple,tapering,club,silky,scaly,red,brown,partial,white,one,none,black,abundant,woods,edible,11.45177206,1.042076714
1006,sunken,fibrous,brown,no,foul,descending,crowded,broad,buff,enlarging,missing,scaly,smooth,red,brown,partial,brown,none,evanescent,yellow,numerous,waste,poisonous,3.527999791,6.951684682
1204,flat,fibrous,yellow,no,musty,free,crowded,narrow,purple,tapering,bulbous,scaly,scaly,gray,yellow,partial,yellow,two,large,buff,several,grasses,poisonous,8.898135791,3.004207447
524,sunken,scaly,green,yes,anise,notched,crowded,broad,gray,tapering,missing,smooth,silky,gray,yellow,partial,brown,two,large,brown,several,meadows,poisonous,5.991610212,14.28107013
203,conical,grooves,brown,yes,fishy,attached,distant,narrow,white,enlarging,cup,fibrous,scaly,brown,yellow,universal,white,one,evanescent,green,abundant,waste,poisonous,4.477326521,9.941357974
1131,convex,fibrous,yellow,no,fishy,free,close,narrow,red,tapering,missing,scaly,scaly,gray,yellow,universal,white,one,large,green,several,grasses,poisonous,5.491211589,13.84053209
177,sunken,smooth,gray,no,almond,attached,close,narrow,red,tapering,cup,silky,smooth,red,pink,partial,orange,two,large,purple,solitary,urban,poisonous,5.099540654,24.5405289
878,conical,smooth,white,no,creosote,attached,close,narrow,yellow,tapering,missing,scaly,smooth,red,pink,universal,orange,one,zone,yellow,clustered,urban,edible,6.770761251,3.000147155
175,flat,grooves,white,yes,pungent,free,crowded,narrow,buff,tapering,cup,silky,smooth,white,yellow,universal,white,one,flaring,chocolate,clustered,woods,poisonous,10.76948353,20.27051854
659,flat,grooves,brown,yes,none,descending,close,narrow,chocolate,enlarging,equal,fibrous,smooth,brown,brown,universal,orange,two,cobwebby,orange,scattered,leaves,poisonous,3.469331516,10.10618414
1144,flat,scaly,pink,no,creosote,descending,close,broad,red,enlarging,cup,silky,silky,orange,white,partial,yellow,none,cobwebby,green,solitary,waste,poisonous,5.782907882,17.77314607
194,convex,grooves,pink,yes,musty,descending,crowded,narrow,green,enlarging,equal,scaly,smooth,orange,white,partial,orange,none,sheathing,purple,numerous,leaves,poisonous,10.3548165,6.084562104
543,sunken,scaly,red,no,almond,attached,crowded,narrow,chocolate,tapering,equal,smooth,smooth,buff,brown,partial,orange,two,none,chocolate,scattered,woods,poisonous,4.541248933,12.39968906
161,conical,scaly,purple,yes,pungent,free,close,broad,brown,tapering,missing,silky,scaly,orange,orange,partial,white,two,flaring,orange,abundant,meadows,poisonous,8.810642945,21.96418495
652,flat,grooves,buff,no,almond,notched,crowded,narrow,yellow,enlarging,equal,scaly,smooth,yellow,buff,universal,yellow,one,zone,yellow,numerous,grasses,poisonous,3.208988146,8.595436462
158,sunken,fibrous,purple,no,spicy,free,close,narrow,black,tapering,equal,smooth,smooth,red,yellow,partial,yellow,none,cobwebby,purple,abundant,woods,poisonous,12.04130137,2.449352778
1002,convex,smooth,green,yes,spicy,descending,crowded,broad,gray,tapering,equal,silky,scaly,white,brown,universal,brown,two,evanescent,black,abundant,grasses,edible,3.969692512,15.99593129
1217,convex,smooth,brown,yes,creosote,notched,distant,narrow,brown,tapering,missing,fibrous,scaly,brown,orange,universal,yellow,none,flaring,buff,clustered,grasses,edible,12.18405374,19.81462444
1108,bell,grooves,purple,no,foul,descending,distant,broad,red,tapering,rooted,scaly,fibrous,orange,gray,universal,yellow,one,large,chocolate,several,woods,edible,3.59494407,1.219114444
1105,sunken,grooves,yellow,no,anise,descending,crowded,broad,gray,enlarging,rhizomorphs,silky,smooth,red,white,partial,white,none,pendant,purple,several,waste,poisonous,6.156391512,22.06014282
603,convex,smooth,red,yes,pungent,free,distant,narrow,buff,tapering,bulbous,silky,fibrous,gray,orange,universal,white,one,cobwebby,buff,solitary,leaves,edible,9.337564068,11.72280096
14,sunken,grooves,purple,no,almond,free,distant,broad,red,tapering,rhizomorphs,smooth,fibrous,yellow,pink,universal,yellow,two,evanescent,brown,clustered,grasses,poisonous,5.082635868,6.235131651
914,sunken,grooves,purple,yes,none,attached,crowded,broad,green,enlarging,missing,silky,scaly,gray,gray,partial,orange,one,pendant,orange,solitary,woods,edible,9.423559751,12.43085782
327,sunken,scaly,gray,yes,foul,free,distant,narrow,buff,tapering,cup,scaly,fibrous,gray,pink,partial,white,one,flaring,white,abundant,meadows,poisonous,8.248369337,17.36386206
1039,flat,scaly,yellow,no,creosote,attached,crowded,broad,black,enlarging,equal,silky,scaly,gray,buff,universal,white,two,large,brown,scattered,meadows,edible,6.567832242,13.48021905
352,bell,fibrous,white,yes,anise,descending,distant,narrow,black,enlarging,cup,silky,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,black,several,woods,poisonous,7.917487887,2.336627195
330,bell,smooth,brown,no,anise,free,distant,broad,buff,tapering,missing,scaly,smooth,red,red,partial,white,two,flaring,green,scattered,leaves,poisonous,12.70235895,24.66201529
1093,convex,scaly,pink,no,anise,attached,crowded,narrow,gray,enlarging,rhizomorphs,fibrous,fibrous,white,orange,partial,orange,two,zone,yellow,scattered,meadows,edible,8.407510655,16.17162392
456,sunken,scaly,red,yes,creosote,free,close,broad,yellow,enlarging,equal,scaly,scaly,yellow,red,partial,orange,one,large,orange,solitary,waste,poisonous,14.00333793,20.53498163
980,bell,grooves,purple,no,almond,free,crowded,broad,chocolate,tapering,club,fibrous,scaly,white,yellow,partial,white,none,sheathing,purple,clustered,meadows,poisonous,13.59006354,1.563679837
141,bell,smooth,buff,yes,creosote,attached,distant,broad,yellow,enlarging,club,smooth,scaly,red,gray,partial,brown,one,cobwebby,brown,clustered,meadows,edible,4.286908922,8.130022147
1068,sunken,fibrous,red,no,none,attached,distant,narrow,pink,enlarging,rooted,fibrous,smooth,gray,cinnamon,partial,yellow,none,cobwebby,orange,numerous,woods,edible,4.665199676,10.82967539
827,flat,grooves,purple,yes,musty,attached,crowded,narrow,black,enlarging,rhizomorphs,silky,scaly,pink,white,universal,brown,one,sheathing,buff,abundant,leaves,poisonous,12.46122221,22.05491428
28,flat,smooth,buff,yes,musty,notched,distant,narrow,purple,tapering,cup,smooth,fibrous,gray,white,partial,yellow,two,pendant,white,numerous,urban,edible,7.49923486,9.802735031
1224,sunken,grooves,red,no,creosote,attached,distant,narrow,green,enlarging,bulbous,scaly,smooth,orange,pink,partial,white,one,none,white,scattered,waste,edible,5.646554518,7.356679782
433,bell,fibrous,green,yes,anise,notched,close,narrow,buff,enlarging,club,scaly,silky,pink,buff,partial,white,one,none,yellow,clustered,meadows,poisonous,3.847916695,13.4404253
655,convex,fibrous,yellow,yes,pungent,attached,crowded,broad,yellow,enlarging,club,silky,scaly,yellow,orange,partial,orange,none,zone,brown,scattered,woods,edible,12.69674754,15.31191535
1106,conical,grooves,white,yes,spicy,attached,distant,broad,orange,tapering,equal,silky,fibrous,orange,buff,partial,brown,none,cobwebby,black,several,woods,edible,6.19524988,22.24173598
282,bell,scaly,pink,yes,fishy,notched,close,broad,orange,enlarging,club,smooth,scaly,yellow,pink,partial,yellow,two,cobwebby,green,clustered,grasses,poisonous,5.226498695,20.93269176
688,convex,fibrous,buff,yes,musty,free,close,broad,chocolate,enlarging,bulbous,smooth,scaly,brown,red,partial,orange,none,flaring,black,clustered,paths,poisonous,8.054428546,12.2178755
642,bell,fibrous,green,no,spicy,free,close,broad,gray,enlarging,cup,smooth,scaly,yellow,red,universal,yellow,none,none,yellow,solitary,urban,poisonous,9.469604791,16.51146299
0,bell,scaly,pink,yes,anise,free,close,broad,red,tapering,rhizomorphs,fibrous,silky,white,red,partial,brown,two,pendant,black,several,leaves,poisonous,12.34947591,20.52011975
928,sunken,fibrous,purple,no,none,descending,crowded,broad,black,enlarging,club,fibrous,scaly,brown,pink,universal,brown,two,zone,white,abundant,woods,poisonous,11.29489556,17.60205455
397,convex,fibrous,brown,yes,fishy,descending,close,narrow,chocolate,tapering,bulbous,smooth,fibrous,yellow,orange,universal,brown,one,none,green,solitary,urban,poisonous,5.382043376,2.306244614
598,bell,scaly,red,yes,fishy,free,crowded,narrow,yellow,enlarging,bulbous,scaly,scaly,red,orange,partial,brown,two,pendant,purple,scattered,leaves,edible,6.205787177,11.70062598
546,conical,fibrous,red,yes,anise,attached,crowded,broad,purple,enlarging,cup,fibrous,fibrous,white,yellow,partial,brown,one,zone,green,solitary,woods,edible,5.641118393,2.800862018
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,poisonous,6.707135372,13.28521899
942,conical,scaly,green,yes,foul,free,crowded,broad,chocolate,tapering,cup,silky,silky,red,yellow,universal,white,none,cobwebby,brown,abundant,paths,poisonous,5.554529904,3.217817388
134,conical,fibrous,brown,yes,none,notched,close,narrow,purple,tapering,missing,scaly,silky,gray,red,partial,brown,two,zone,black,numerous,urban,edible,6.999873528,5.313400533
1222,convex,grooves,pink,no,fishy,descending,crowded,narrow,red,tapering,rooted,fibrous,scaly,pink,red,universal,yellow,none,large,brown,several,waste,poisonous,12.3266431,22.5533932
195,sunken,scaly,gray,no,fishy,descending,close,narrow,buff,enlarging,missing,scaly,silky,buff,buff,universal,yellow,one,large,white,several,leaves,poisonous,6.54994576,20.8991255
125,sunken,smooth,purple,yes,foul,descending,distant,broad,green,enlarging,cup,smooth,fibrous,orange,buff,partial,brown,none,large,orange,abundant,paths,poisonous,14.57316803,18.773827
757,flat,scaly,yellow,no,anise,descending,close,narrow,white,enlarging,cup,scaly,smooth,orange,brown,partial,orange,two,none,yellow,scattered,woods,poisonous,7.984086063,18.48036727
310,sunken,fibrous,red,yes,musty,attached,close,narrow,yellow,enlarging,missing,scaly,smooth,yellow,gray,universal,white,none,flaring,purple,clustered,urban,poisonous,13.02352775,9.791839671
478,conical,smooth,brown,no,pungent,attached,close,narrow,yellow,tapering,cup,scaly,smooth,brown,pink,universal,white,none,zone,orange,numerous,waste,edible,7.91114912,13.71608394
972,sunken,smooth,brown,no,none,free,close,narrow,brown,tapering,missing,silky,scaly,yellow,pink,universal,orange,two,none,green,solitary,leaves,poisonous,7.437070797,12.18362154
312,flat,scaly,brown,yes,foul,attached,crowded,narrow,green,tapering,rooted,silky,silky,yellow,brown,partial,yellow,two,zone,white,abundant,leaves,edible,3.504790326,17.25175834
982,bell,fibrous,gray,yes,none,free,close,broad,green,enlarging,club,scaly,fibrous,gray,white,universal,brown,none,cobwebby,chocolate,abundant,urban,poisonous,12.0485011,10.98212557
1110,sunken,fibrous,red,yes,creosote,notched,crowded,narrow,red,enlarging,club,silky,silky,orange,cinnamon,universal,brown,one,sheathing,purple,scattered,paths,edible,9.941801592,3.291041866
698,flat,smooth,gray,no,none,attached,crowded,narrow,brown,enlarging,missing,smooth,silky,brown,brown,partial,orange,one,flaring,brown,abundant,woods,poisonous,7.000945839,17.38213164
1172,sunken,fibrous,pink,no,pungent,free,distant,narrow,orange,enlarging,equal,silky,scaly,red,yellow,partial,orange,one,large,green,scattered,meadows,edible,10.47106453,16.23887979
880,flat,scaly,purple,no,musty,descending,crowded,narrow,black,tapering,bulbous,fibrous,scaly,buff,yellow,universal,yellow,two,sheathing,white,abundant,paths,poisonous,3.40385894,11.89022277
795,bell,fibrous,brown,yes,pungent,notched,distant,broad,red,enlarging,bulbous,fibrous,silky,buff,brown,universal,brown,one,pendant,orange,numerous,paths,poisonous,7.56816642,16.53631348
1148,conical,smooth,gray,no,creosote,attached,distant,broad,pink,enlarging,missing,fibrous,fibrous,white,yellow,partial,white,none,pendant,yellow,abundant,paths,poisonous,14.64085762,20.17367218
819,conical,fibrous,gray,yes,foul,free,crowded,broad,purple,enlarging,club,fibrous,silky,cinnamon,orange,universal,brown,one,large,purple,scattered,waste,poisonous,4.428946011,14.86963618
1124,bell,scaly,red,no,musty,free,close,narrow,buff,enlarging,cup,smooth,scaly,brown,gray,universal,brown,none,none,brown,solitary,paths,edible,5.045269436,22.10118721
576,convex,fibrous,red,yes,spicy,attached,distant,narrow,green,enlarging,missing,fibrous,scaly,white,brown,universal,white,one,pendant,orange,several,paths,edible,14.8060871,13.48846536
1106,conical,grooves,white,yes,spicy,attached,distant,broad,orange,tapering,equal,silky,fibrous,orange,buff,partial,brown,none,cobwebby,black,several,woods,edible,6.19524988,22.24173598
109,convex,scaly,gray,no,foul,descending,distant,broad,pink,tapering,club,fibrous,fibrous,orange,cinnamon,universal,white,one,pendant,brown,solitary,meadows,edible,6.947248031,11.18790587
168,conical,scaly,gray,no,none,free,close,narrow,purple,enlarging,rhizomorphs,scaly,silky,buff,yellow,partial,white,two,evanescent,black,several,grasses,edible,8.864380363,8.930259108
898,convex,scaly,brown,no,musty,attached,close,narrow,white,enlarging,equal,smooth,fibrous,white,cinnamon,universal,yellow,none,pendant,white,several,urban,edible,2.07878394,16.76554676
108,sunken,fibrous,white,no,creosote,notched,close,narrow,white,tapering,cup,fibrous,scaly,white,white,universal,brown,two,evanescent,brown,numerous,meadows,edible,3.55754895,4.683624663
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,poisonous,11.81424139,19.8688221
607,conical,smooth,green,yes,musty,attached,distant,narrow,buff,enlarging,club,scaly,scaly,orange,brown,partial,orange,two,sheathing,brown,scattered,urban,poisonous,4.438677244,19.60902963
785,flat,smooth,red,yes,almond,notched,crowded,narrow,green,tapering,equal,fibrous,smooth,pink,gray,partial,orange,one,none,purple,several,woods,edible,6.389208359,23.42808834
539,convex,scaly,green,yes,musty,attached,distant,broad,red,tapering,bulbous,scaly,silky,red,gray,universal,brown,two,large,black,several,woods,edible,11.95186307,9.709388585
268,bell,grooves,green,no,foul,attached,distant,broad,buff,tapering,equal,smooth,smooth,pink,buff,universal,brown,one,evanescent,yellow,abundant,waste,poisonous,13.93254192,2.362272274
821,flat,smooth,pink,no,creosote,notched,distant,narrow,yellow,enlarging,bulbous,smooth,smooth,white,red,partial,white,one,flaring,orange,solitary,paths,poisonous,7.984103811,19.9854333
609,sunken,scaly,yellow,no,anise,notched,close,broad,purple,tapering,cup,smooth,fibrous,brown,orange,partial,brown,none,sheathing,buff,scattered,woods,edible,10.97366645,13.4355382
1104,conical,grooves,red,yes,fishy,descending,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,brown,gray,universal,yellow,two,large,brown,clustered,woods,edible,10.7107155,24.55919767
373,bell,smooth,purple,no,fishy,free,distant,narrow,orange,enlarging,missing,fibrous,fibrous,orange,brown,universal,white,one,none,white,abundant,leaves,poisonous,3.042741607,20.43924194
1239,flat,grooves,green,no,almond,free,crowded,broad,pink,enlarging,rhizomorphs,fibrous,scaly,pink,brown,partial,white,two,flaring,orange,several,paths,poisonous,7.070279661,6.763384095
1081,flat,scaly,gray,yes,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,smooth,pink,cinnamon,universal,white,two,none,orange,clustered,woods,edible,13.61508543,20.66825722
1163,convex,scaly,white,yes,creosote,free,crowded,broad,black,enlarging,rooted,fibrous,silky,orange,red,universal,yellow,none,large,black,numerous,paths,poisonous,13.22990092,18.1162028
831,sunken,fibrous,white,no,fishy,notched,crowded,broad,orange,tapering,missing,fibrous,silky,cinnamon,gray,partial,orange,none,pendant,chocolate,numerous,leaves,poisonous,2.62866359,13.52073887
936,convex,fibrous,green,no,creosote,notched,close,broad,buff,enlarging,club,fibrous,silky,buff,white,universal,white,none,flaring,yellow,abundant,grasses,edible,3.497397647,9.101766354
523,sunken,grooves,red,yes,spicy,attached,close,broad,green,tapering,cup,fibrous,smooth,red,orange,universal,yellow,two,pendant,purple,numerous,urban,edible,11.27704364,3.1093635
983,sunken,fibrous,white,yes,fishy,notched,distant,narrow,white,tapering,rhizomorphs,smooth,fibrous,red,white,partial,orange,none,zone,white,clustered,waste,edible,5.530256999,10.25152113
129,flat,smooth,white,yes,musty,descending,crowded,broad,red,tapering,club,fibrous,scaly,brown,orange,universal,white,two,zone,black,scattered,paths,poisonous,12.59404744,9.580445112
1125,sunken,grooves,yellow,no,creosote,notched,crowded,broad,orange,enlarging,missing,silky,fibrous,cinnamon,yellow,partial,orange,two,flaring,purple,abundant,urban,poisonous,9.091393417,10.8500965
686,conical,scaly,brown,yes,anise,descending,close,narrow,purple,enlarging,equal,fibrous,scaly,red,brown,partial,orange,none,zone,green,clustered,waste,poisonous,9.163877806,14.42671336
943,bell,scaly,pink,no,spicy,descending,distant,narrow,green,enlarging,rooted,smooth,smooth,buff,gray,universal,brown,none,large,brown,clustered,urban,edible,8.866764996,20.23022237
857,sunken,smooth,gray,yes,anise,free,distant,broad,yellow,tapering,cup,silky,silky,yellow,pink,universal,brown,two,pendant,orange,solitary,leaves,poisonous,13.59609835,6.417736868
362,conical,smooth,gray,yes,musty,descending,distant,narrow,pink,enlarging,bulbous,fibrous,fibrous,brown,yellow,universal,yellow,one,sheathing,green,solitary,paths,poisonous,5.343804871,8.93677872
885,sunken,scaly,purple,no,anise,notched,crowded,broad,white,enlarging,rhizomorphs,scaly,scaly,gray,pink,partial,yellow,two,cobwebby,brown,scattered,leaves,poisonous,14.25809688,17.30901606
1184,bell,scaly,gray,no,anise,free,close,narrow,pink,tapering,club,fibrous,fibrous,gray,gray,universal,white,none,none,white,numerous,waste,edible,3.723640767,4.50061625
1157,convex,fibrous,purple,yes,spicy,attached,close,broad,buff,enlarging,bulbous,fibrous,scaly,cinnamon,orange,universal,brown,two,none,brown,scattered,paths,edible,5.839763395,22.77330239
364,bell,scaly,brown,no,foul,free,crowded,broad,pink,enlarging,club,smooth,silky,white,white,universal,orange,two,sheathing,green,scattered,leaves,edible,7.841001477,17.8508075
122,bell,smooth,green,yes,creosote,free,crowded,broad,pink,tapering,equal,smooth,scaly,cinnamon,cinnamon,universal,white,two,sheathing,purple,solitary,waste,poisonous,3.938607025,1.930681686
316,conical,fibrous,buff,yes,anise,notched,close,narrow,black,tapering,bulbous,smooth,fibrous,orange,cinnamon,partial,brown,one,none,chocolate,solitary,meadows,poisonous,7.10799219,6.426642669
819,conical,fibrous,gray,yes,foul,free,crowded,broad,purple,enlarging,club,fibrous,silky,cinnamon,orange,universal,brown,one,large,purple,scattered,waste,poisonous,4.428946011,14.86963618
48,conical,smooth,brown,no,pungent,free,crowded,broad,pink,tapering,bulbous,silky,smooth,yellow,brown,partial,yellow,one,sheathing,green,numerous,urban,poisonous,9.012175809,12.41386885
834,conical,scaly,green,no,none,free,close,broad,black,enlarging,club,scaly,smooth,cinnamon,pink,partial,yellow,one,none,black,numerous,woods,poisonous,8.613041796,21.07352832
961,bell,smooth,buff,no,spicy,notched,crowded,narrow,green,tapering,club,smooth,silky,brown,white,partial,yellow,none,flaring,brown,solitary,meadows,poisonous,11.75123024,2.180554552
997,flat,grooves,buff,no,musty,notched,distant,broad,orange,enlarging,cup,silky,smooth,red,cinnamon,partial,orange,two,zone,green,solitary,urban,poisonous,4.67012925,4.523184347
72,bell,fibrous,gray,no,none,notched,crowded,broad,green,tapering,bulbous,scaly,fibrous,cinnamon,pink,universal,white,one,none,brown,clustered,urban,poisonous,11.46701459,8.771526506
1071,conical,smooth,pink,yes,anise,descending,distant,narrow,black,enlarging,equal,scaly,scaly,red,white,universal,yellow,two,large,orange,scattered,waste,edible,4.001456454,5.551766494
664,conical,fibrous,buff,no,creosote,attached,distant,narrow,gray,tapering,rooted,silky,scaly,white,brown,universal,brown,two,large,green,abundant,waste,edible,11.50739865,11.91371371
224,bell,fibrous,buff,yes,fishy,descending,close,narrow,buff,tapering,rhizomorphs,scaly,smooth,white,yellow,universal,orange,none,sheathing,brown,solitary,waste,poisonous,11.80820486,10.79476087
745,conical,smooth,pink,no,pungent,free,distant,broad,chocolate,tapering,bulbous,silky,fibrous,buff,pink,universal,brown,two,sheathing,brown,abundant,waste,edible,11.96276971,1.252640036
197,sunken,fibrous,buff,yes,spicy,notched,close,narrow,white,tapering,bulbous,fibrous,fibrous,brown,pink,partial,orange,none,flaring,green,clustered,meadows,poisonous,8.102225691,21.38961302
381,conical,fibrous,buff,no,none,descending,distant,broad,yellow,enlarging,bulbous,scaly,fibrous,cinnamon,cinnamon,partial,yellow,one,evanescent,purple,scattered,meadows,edible,2,19.92833109
1060,flat,smooth,green,yes,creosote,attached,distant,broad,chocolate,tapering,cup,fibrous,scaly,cinnamon,yellow,partial,white,one,evanescent,black,numerous,paths,poisonous,11.78267657,18.70860729
1223,conical,scaly,white,no,anise,free,distant,narrow,white,tapering,bulbous,scaly,scaly,red,orange,universal,brown,none,flaring,buff,numerous,urban,poisonous,9.113180139,5.031978943
375,flat,scaly,yellow,yes,foul,attached,distant,broad,green,tapering,rhizomorphs,smooth,silky,cinnamon,gray,universal,yellow,one,sheathing,yellow,scattered,paths,edible,11.99350038,17.47116694
153,flat,grooves,white,no,foul,descending,close,narrow,pink,tapering,missing,smooth,scaly,yellow,yellow,partial,white,two,flaring,brown,scattered,woods,poisonous,9.16870641,14.25630381
394,flat,fibrous,yellow,no,musty,attached,close,narrow,orange,enlarging,cup,silky,silky,white,pink,partial,orange,two,large,white,abundant,grasses,poisonous,7.32768793,10.94080178
63,bell,grooves,gray,no,almond,attached,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,yellow,none,pendant,brown,abundant,paths,edible,11.45343689,16.97205329
1186,bell,grooves,yellow,yes,foul,free,close,broad,orange,enlarging,cup,silky,smooth,brown,brown,partial,white,two,flaring,chocolate,several,waste,edible,10.39756048,6.470987352
92,sunken,fibrous,purple,no,almond,descending,close,narrow,orange,enlarging,rooted,smooth,scaly,buff,brown,universal,orange,one,evanescent,chocolate,abundant,paths,poisonous,5.267338123,4.84936471
1087,sunken,scaly,pink,yes,pungent,free,distant,narrow,black,enlarging,missing,scaly,fibrous,pink,buff,partial,orange,one,cobwebby,buff,several,paths,poisonous,14.31523943,1.49143141
1170,flat,fibrous,red,no,creosote,attached,crowded,broad,pink,enlarging,cup,smooth,fibrous,brown,brown,partial,white,one,sheathing,yellow,abundant,waste,edible,7.836579725,23.95578041
57,sunken,fibrous,yellow,no,fishy,descending,distant,broad,green,enlarging,missing,silky,fibrous,white,red,universal,yellow,one,cobwebby,buff,clustered,waste,poisonous,7.478859871,6.45555195
746,conical,smooth,purple,no,none,descending,close,broad,brown,enlarging,club,silky,scaly,white,gray,partial,white,none,pendant,black,clustered,woods,poisonous,7.479495884,18.74092228
259,convex,smooth,pink,yes,foul,notched,crowded,narrow,brown,enlarging,rhizomorphs,scaly,smooth,cinnamon,brown,partial,orange,two,evanescent,green,several,leaves,poisonous,13.57932075,1.765788938
234,bell,smooth,purple,no,musty,free,close,narrow,chocolate,enlarging,rooted,silky,fibrous,cinnamon,white,partial,yellow,two,cobwebby,green,numerous,woods,edible,6.323799426,11.09701202
767,flat,grooves,green,yes,spicy,free,crowded,broad,purple,tapering,rhizomorphs,silky,scaly,red,brown,universal,orange,two,flaring,white,scattered,urban,poisonous,9.386941714,15.51442091
656,bell,smooth,red,no,anise,descending,close,narrow,chocolate,tapering,bulbous,silky,scaly,brown,pink,partial,brown,two,large,chocolate,clustered,grasses,poisonous,13.31640322,20.77460477
734,conical,scaly,buff,no,anise,free,close,broad,chocolate,tapering,club,silky,fibrous,cinnamon,gray,partial,yellow,none,zone,purple,abundant,urban,poisonous,13.01520656,22.7101224
559,bell,scaly,purple,yes,pungent,attached,distant,broad,pink,tapering,cup,smooth,smooth,brown,white,universal,yellow,one,sheathing,green,solitary,leaves,poisonous,9.52566833,20.11979036
328,convex,scaly,gray,no,fishy,notched,crowded,narrow,purple,enlarging,rooted,fibrous,fibrous,cinnamon,pink,partial,brown,two,flaring,black,scattered,grasses,edible,11.7244534,14.91247848
1144,flat,scaly,pink,no,creosote,descending,close,broad,red,enlarging,cup,silky,silky,orange,white,partial,yellow,none,cobwebby,green,solitary,waste,poisonous,5.782907882,17.77314607
972,sunken,smooth,brown,no,none,free,close,narrow,brown,tapering,missing,silky,scaly,yellow,pink,universal,orange,two,none,green,solitary,leaves,poisonous,7.437070797,12.18362154
83,bell,scaly,brown,no,fishy,notched,crowded,broad,buff,enlarging,equal,scaly,silky,red,orange,universal,yellow,none,pendant,buff,numerous,urban,poisonous,13.52391525,18.94396292
177,sunken,smooth,gray,no,almond,attached,close,narrow,red,tapering,cup,silky,smooth,red,pink,partial,orange,two,large,purple,solitary,urban,poisonous,5.099540654,24.5405289
887,sunken,scaly,red,yes,anise,notched,close,narrow,yellow,enlarging,rhizomorphs,fibrous,fibrous,buff,yellow,partial,brown,one,zone,yellow,numerous,leaves,poisonous,8.761856004,7.625623153
629,bell,smooth,green,no,creosote,notched,crowded,broad,yellow,enlarging,equal,scaly,fibrous,red,yellow,universal,white,two,cobwebby,green,clustered,urban,poisonous,2.132039854,18.57032774
524,sunken,scaly,green,yes,anise,notched,crowded,broad,gray,tapering,missing,smooth,silky,gray,yellow,partial,brown,two,large,brown,several,meadows,poisonous,5.991610212,14.28107013
1262,bell,grooves,white,yes,creosote,free,close,broad,green,tapering,equal,smooth,smooth,red,red,universal,yellow,two,evanescent,yellow,solitary,waste,poisonous,11.72976418,13.56509861
11,conical,grooves,red,yes,musty,attached,distant,narrow,red,tapering,cup,scaly,smooth,white,white,universal,orange,two,sheathing,purple,several,urban,poisonous,2.375015849,7.471336002
925,convex,grooves,green,no,musty,notched,close,narrow,white,tapering,bulbous,silky,silky,gray,white,partial,brown,none,flaring,yellow,abundant,urban,edible,2.036622246,12.04843254
226,conical,smooth,purple,yes,fishy,notched,crowded,narrow,yellow,enlarging,equal,fibrous,fibrous,buff,brown,universal,yellow,none,cobwebby,brown,solitary,woods,poisonous,3.897904811,18.4240058
602,convex,scaly,green,no,spicy,free,close,narrow,black,enlarging,rooted,fibrous,scaly,cinnamon,orange,partial,white,two,flaring,white,abundant,grasses,poisonous,12.53097274,24.08579936
192,sunken,fibrous,white,yes,creosote,notched,close,broad,buff,tapering,rhizomorphs,silky,fibrous,pink,orange,partial,brown,none,evanescent,white,clustered,leaves,poisonous,10.49971205,8.15339176
920,sunken,grooves,green,no,foul,notched,close,broad,red,tapering,club,fibrous,scaly,buff,red,partial,orange,two,evanescent,white,numerous,urban,edible,13.31390578,23.48541509
